65 000 DH,Année-Modèle:1999,Kilométrage:250 000 - 299 999,Type de carburant:Diesel,Marque:Renault,Modèle:Laguna,Puissance fiscale:-,-,"Type:Voitures, Offre", Béni Mellal
57 500 DH,Année-Modèle:2007,Kilométrage:45 000 - 49 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Logan,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Bejaad,Numéro vérifié 
35 000 DH,Année-Modèle:1992,Kilométrage:150 000 - 159 999,Type de carburant:Diesel,Marque:BMW,Modèle:Serie 5,Puissance fiscale:-,-,"Type:Voitures, Offre", Tanger
173 000 DH,Année-Modèle:2017,Kilométrage:10 000 - 14 999,Type de carburant:Diesel,Marque:Seat,Modèle:Leon,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Aousserd
125 000 DH,Année-Modèle:2007,Kilométrage:170 000 - 179 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Passat,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Fès
37 000 DH,Année-Modèle:1987,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:205,Puissance fiscale:-,Secteur:toute_la_ville,"Type:Voitures, Offre", El Kelâa des Sraghna
58 000 DH,Année-Modèle:2000,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:250,Puissance fiscale:9 CV,-,"Type:Voitures, Offre", Meknès
175 000 DH,Année-Modèle:2012,Kilométrage:180 000 - 189 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:Santa Fe,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Meknès
24 000 DH,Année-Modèle:1984,Kilométrage:0 - 4 999,Type de carburant:Essence,Marque:Renault,Modèle:R11,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Youssoufia
90 000 DH,Année-Modèle:2013,Kilométrage:75 000 - 79 999,Type de carburant:Essence,Marque:Renault,Modèle:Clio,Puissance fiscale:-,Secteur:el_houda,"Type:Voitures, Offre", Agadir
96 000 DH,Année-Modèle:2015,Kilométrage:55 000 - 59 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:208,Puissance fiscale:-,Secteur:ain_sebaa,"Type:Voitures, Offre", Casablanca
97 000 DH,Année-Modèle:2016,Kilométrage:10 000 - 14 999,Type de carburant:Diesel,Marque:Nissan,Modèle:Juke,Puissance fiscale:6 CV,Secteur:massira,"Type:Voitures, Offre", Marrakech
53 000 DH,Année-Modèle:2004,Kilométrage:130 000 - 139 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:206,Puissance fiscale:-,-,"Type:Voitures, Offre", Meknès
115 000 DH,Année-Modèle:2018,Kilométrage:20 000 - 24 999,Type de carburant:Diesel,Marque:Ford,Modèle:Fiesta,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Fès
120 000 DH,Année-Modèle:2009,Kilométrage:130 000 - 139 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:H-1,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Salé,Numéro vérifié 
33 000 DH,Année-Modèle:1999,Kilométrage:140 000 - 149 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Polo,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Fès
223 000 DH,Année-Modèle:2015,Kilométrage:40 000 - 44 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:CC,Puissance fiscale:-,-,"Type:Voitures, Offre", Casablanca
50 000 DH,Année-Modèle:2004,Kilométrage:5 000 - 9 999,Type de carburant:Essence,Marque:Renault,Modèle:Megane,Puissance fiscale:-,Secteur:sidi_bernoussi,"Type:Voitures, Offre", Casablanca
85 000 DH,Année-Modèle:2014,Kilométrage:55 000 - 59 999,Type de carburant:Electrique,Marque:Mitsubishi,Modèle:outlander,Puissance fiscale:-,Secteur:ghrablia,"Type:Voitures, Offre", Salé
69 000 DH,Année-Modèle:2014,Kilométrage:35 000 - 39 999,Type de carburant:Essence,Marque:Nissan,Modèle:Micra,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Agadir,Numéro vérifié 
100 600 DH,Année-Modèle:2012,Kilométrage:95 000 - 99 999,Type de carburant:Diesel,Marque:Renault,Modèle:Fluence,Puissance fiscale:-,Secteur:toute_la_ville,"Type:Voitures, Offre", Salé
115 000 DH,Année-Modèle:2014,Kilométrage:85 000 - 89 999,Type de carburant:Diesel,Marque:Nissan,Modèle:Qashqai,Puissance fiscale:6 CV,Secteur:al_qods,"Type:Voitures, Offre", Casablanca
52 000 DH,Année-Modèle:2012,Kilométrage:110 000 - 119 999,Type de carburant:Essence,Marque:Dacia,Modèle:Sandero,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Oujda,Numéro vérifié 
56 000 DH,Année-Modèle:2003,Kilométrage:170 000 - 179 999,Type de carburant:Diesel,Marque:Kia,Modèle:Sportage,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Ait Melloul,Numéro vérifié 
45 000 DH,Année-Modèle:1987,Kilométrage:15 000 - 19 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:250,Puissance fiscale:-,Secteur:hay_oued_dahab,"Type:Voitures, Offre", Salé
30 000 DH,Année-Modèle:1994,Kilométrage:35 000 - 39 999,Type de carburant:Essence,Marque:Peugeot,Modèle:306,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Agadir,Numéro vérifié 
150 000 DH,Année-Modèle:2009,Kilométrage:140 000 - 149 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:220,Puissance fiscale:-,-,"Type:Voitures, Offre", Casablanca
305 000 DH,Année-Modèle:2015,Kilométrage:50 000 - 54 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Tiguan,Puissance fiscale:8 CV,Secteur:hay_al_hassani,"Type:Voitures, Offre", Benslimane
65 000 DH,Année-Modèle:2009,Kilométrage:85 000 - 89 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Sandero,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Rabat
53 000 DH,Année-Modèle:2007,Kilométrage:130 000 - 139 999,Type de carburant:Diesel,Marque:Fiat,Modèle:Siena,Puissance fiscale:-,Secteur:autre_secteur,"Type:Voitures, Offre", Safi
40 000 DH,Année-Modèle:2004,Kilométrage:65 000 - 69 999,Type de carburant:Diesel,Marque:Fiat,Modèle:Palio,Puissance fiscale:7 CV,Secteur:toute_la_ville,"Type:Voitures, Offre", Errachidia
92 000 DH,Année-Modèle:2013,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Ford,Modèle:Fiesta,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Marrakech
107 000 DH,Année-Modèle:2015,Kilométrage:55 000 - 59 999,Type de carburant:Diesel,Marque:Ford,Modèle:Fiesta,Puissance fiscale:-,-,"Type:Voitures, Offre", Tétouan,Numéro vérifié 
110 000 DH,Année-Modèle:2014,Kilométrage:85 000 - 89 999,Type de carburant:Diesel,Marque:Ford,Modèle:Focus,Puissance fiscale:5 CV,Secteur:arghoud,"Type:Voitures, Offre", Agadir
48 000 DH,Année-Modèle:1991,Kilométrage:450 000 - 499 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:other,Puissance fiscale:8 CV,Secteur:ouled_oujih,"Type:Voitures, Offre", Kénitra,Numéro vérifié 
100 000 DH,Année-Modèle:2014,Kilométrage:85 000 - 89 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Duster,Puissance fiscale:5 CV,Secteur:amsernate,"Type:Voitures, Offre", Agadir
110 000 DH,Année-Modèle:2003,Kilométrage:40 000 - 44 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:220,Puissance fiscale:10 CV,-,"Type:Voitures, Offre", Kénitra,Numéro vérifié 
115 000 DH,Année-Modèle:2014,Kilométrage:85 000 - 89 999,Type de carburant:Diesel,Marque:Nissan,Modèle:Qashqai,Puissance fiscale:6 CV,Secteur:abattoirs,"Type:Voitures, Offre", Agadir
85 000 DH,Année-Modèle:2013,Kilométrage:140 000 - 149 999,Type de carburant:Diesel,Marque:Fiat,Modèle:Punto,Puissance fiscale:5 CV,Secteur:ain_sebaa,"Type:Voitures, Offre", Casablanca
68 000 DH,Année-Modèle:2001,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Skoda,Modèle:Octavia,Puissance fiscale:-,-,"Type:Voitures, Offre", Agadir
45 000 DH,Année-Modèle:2003,Kilométrage:180 000 - 189 999,Type de carburant:Essence,Marque:Peugeot,Modèle:206,Puissance fiscale:-,Secteur:ben_msick,"Type:Voitures, Offre", Casablanca
180 000 DH,Année-Modèle:2008,Kilométrage:170 000 - 179 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:280,Puissance fiscale:12 CV,Secteur:gueliz,"Type:Voitures, Offre", Marrakech
51 000 DH,Année-Modèle:-,Kilométrage:-,Type de carburant:-,Marque:-,Modèle:-,Puissance fiscale:-,-,"Type:Voitures, Offre", Meknès
120 000 DH,Année-Modèle:2016,Kilométrage:60 000 - 64 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:Accent,Puissance fiscale:-,-,"Type:Voitures, Offre", Casablanca
67 000 DH,Année-Modèle:2009,Kilométrage:50 000 - 54 999,Type de carburant:Essence,Marque:Peugeot,Modèle:207,Puissance fiscale:-,-,"Type:Voitures, Offre", Casablanca
240 000 DH,Année-Modèle:2017,Kilométrage:400 000 - 449 999,Type de carburant:Electrique,Marque:Changhe,Modèle:Ideal,Puissance fiscale:38 CV,-,"Type:Voitures, Offre", Tanger
90 000 DH,Année-Modèle:2016,Kilométrage:85 000 - 89 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Sandero,Puissance fiscale:5 CV,Secteur:anoual_souss,"Type:Voitures, Offre", Agadir
43 000 DH,Année-Modèle:2010,Kilométrage:80 000 - 84 999,Type de carburant:Essence,Marque:Fiat,Modèle:Punto,Puissance fiscale:-,-,"Type:Voitures, Offre", Khouribga
116 000 DH,Année-Modèle:2008,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:GOLF 5,Puissance fiscale:-,Secteur:ben_msick,"Type:Voitures, Offre", Casablanca
90 000 DH,Année-Modèle:2016,Kilométrage:85 000 - 89 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Sandero,Puissance fiscale:4 CV,Secteur:bernoussi,"Type:Voitures, Offre", Casablanca
24 000 DH,Année-Modèle:-,Kilométrage:-,Type de carburant:-,Marque:-,Modèle:-,Puissance fiscale:-,-,"Type:Voitures, Offre", Boujdour,Numéro vérifié 
40 000 DH,Année-Modèle:2006,Kilométrage:50 000 - 54 999,Type de carburant:Essence,Marque:Volkswagen,Modèle:Gol,Puissance fiscale:6 CV,Secteur:quartier_des_hopitaux,"Type:Voitures, Offre", Casablanca
100 000 DH,Année-Modèle:2014,Kilométrage:85 000 - 89 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Duster,Puissance fiscale:6 CV,Secteur:ben_ejdia,"Type:Voitures, Offre", Casablanca
2 900 DH,Année-Modèle:2005,Kilométrage:200 000 - 249 999,Type de carburant:Essence,Marque:Honda,Modèle:Jazz,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Salé,Numéro vérifié 
110 000 DH,Année-Modèle:2014,Kilométrage:85 000 - 89 999,Type de carburant:Diesel,Marque:Ford,Modèle:Focus,Puissance fiscale:5 CV,Secteur:amicales,"Type:Voitures, Offre", Agadir
50 000 DH,Année-Modèle:2006,Kilométrage:25 000 - 29 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:Accent,Puissance fiscale:-,Secteur:toute_la_ville,"Type:Voitures, Offre", El Hajeb
15 000 DH,Année-Modèle:1984,Kilométrage:250 000 - 299 999,Type de carburant:Essence,Marque:Renault,Modèle:R4,Puissance fiscale:-,Secteur:bouargane,"Type:Voitures, Offre", Agadir
66 000 DH,Année-Modèle:2014,Kilométrage:150 000 - 159 999,Type de carburant:Essence,Marque:Peugeot,Modèle:301,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Agadir,Numéro vérifié 
37 000 DH,Année-Modèle:2003,Kilométrage:180 000 - 189 999,Type de carburant:Diesel,Marque:Jeep,Modèle:Grand Cherokee,Puissance fiscale:11 CV,Secteur:gauthier,"Type:Voitures, Offre", Casablanca
31 000 DH,Année-Modèle:2012,Kilométrage:120 000 - 129 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:250,Puissance fiscale:-,-,"Type:Voitures, Offre", Rabat
43 000 DH,Année-Modèle:2010,Kilométrage:85 000 - 89 999,Type de carburant:Essence,Marque:Fiat,Modèle:Punto,Puissance fiscale:-,-,"Type:Voitures, Offre", Khouribga
160 000 DH,Année-Modèle:2010,Kilométrage:190 000 - 199 999,Type de carburant:Diesel,Marque:Toyota,Modèle:RAV 4,Puissance fiscale:-,Secteur:ziatene,"Type:Voitures, Offre", Tanger
210 000 DH,Année-Modèle:2014,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Land Rover,Modèle:Freelander,Puissance fiscale:-,-,"Type:Voitures, Offre", Rabat
40 000 DH,Année-Modèle:2007,Kilométrage:160 000 - 169 999,Type de carburant:Essence,Marque:Dacia,Modèle:Logan,Puissance fiscale:8 CV,Secteur:bir_chifa,"Type:Voitures, Offre", Tanger
120 000 DH,Année-Modèle:2007,Kilométrage:250 000 - 299 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Passat,Puissance fiscale:8 CV,Secteur:zone_industrielle_agadir,"Type:Voitures, Offre", Agadir
22 000 DH,Année-Modèle:1981,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Renault,Modèle:R18,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Fquih Ben Saleh,Numéro vérifié 
55 000 DH,Année-Modèle:2000,Kilométrage:5 000 - 9 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:306,Puissance fiscale:-,-,"Type:Voitures, Offre", Khouribga
110 000 DH,Année-Modèle:2014,Kilométrage:85 000 - 89 999,Type de carburant:Diesel,Marque:Ford,Modèle:Focus,Puissance fiscale:5 CV,Secteur:beausejour,"Type:Voitures, Offre", Casablanca
24 000 DH,Année-Modèle:1997,Kilométrage:5 000 - 9 999,Type de carburant:Essence,Marque:Ford,Modèle:ESCORT,Puissance fiscale:9 CV,-,"Type:Voitures, Offre", Boujdour,Numéro vérifié 
56 000 DH,Année-Modèle:2003,Kilométrage:25 000 - 29 999,Type de carburant:Diesel,Marque:Kia,Modèle:Sportage,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Tan-Tan,Numéro vérifié 
31 000 DH,Année-Modèle:2006,Kilométrage:170 000 - 179 999,Type de carburant:Essence,Marque:Fiat,Modèle:Palio,Puissance fiscale:6 CV,Secteur:toute_la_ville,"Type:Voitures, Offre", Taza,Numéro vérifié 
17 000 DH,Année-Modèle:2001,Kilométrage:140 000 - 149 999,Type de carburant:Essence,Marque:Fiat,Modèle:Uno,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Salé
22 000 DH,Année-Modèle:1999,Kilométrage:250 000 - 299 999,Type de carburant:Essence,Marque:Renault,Modèle:19,Puissance fiscale:-,-,"Type:Voitures, Offre", Casablanca
58 000 DH,Année-Modèle:2009,Kilométrage:90 000 - 94 999,Type de carburant:Essence,Marque:Peugeot,Modèle:206,Puissance fiscale:-,-,"Type:Voitures, Offre", Casablanca
10 800 DH,Année-Modèle:2008,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Jetta,Puissance fiscale:-,Secteur:moulay_youssef,"Type:Voitures, Offre", Tanger
57 000 DH,Année-Modèle:2000,Kilométrage:30 000 - 34 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:306,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Meknès,Numéro vérifié 
47 000 DH,Année-Modèle:1992,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:190,Puissance fiscale:-,Secteur:ain_chock,"Type:Voitures, Offre", Casablanca
60 000 DH,Année-Modèle:2007,Kilométrage:100 000 - 109 999,Type de carburant:Essence,Marque:Ford,Modèle:Focus,Puissance fiscale:9 CV,Secteur:charf,"Type:Voitures, Offre", Tanger
90 000 DH,Année-Modèle:2011,Kilométrage:10 000 - 14 999,Type de carburant:Diesel,Marque:Renault,Modèle:Kangoo,Puissance fiscale:-,Secteur:toute_la_ville,"Type:Voitures, Offre", Taza
80 000 DH,Année-Modèle:2017,Kilométrage:40 000 - 44 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Logan,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Fès
45 000 DH,Année-Modèle:1996,Kilométrage:350 000 - 399 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:220,Puissance fiscale:-,-,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
56 000 DH,Année-Modèle:2003,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Polo,Puissance fiscale:8 CV,Secteur:toute_la_ville,"Type:Voitures, Offre", Al Hoceïma
55 000 DH,Année-Modèle:2005,Kilométrage:200 000 - 249 999,Type de carburant:Essence,Marque:Honda,Modèle:CR-V,Puissance fiscale:11 CV,-,"Type:Voitures, Offre", Laâyoune,Numéro vérifié 
112 000 DH,Année-Modèle:2012,Kilométrage:80 000 - 84 999,Type de carburant:Diesel,Marque:Renault,Modèle:MEGANE CC,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Tanger
80 000 DH,Année-Modèle:2006,Kilométrage:150 000 - 159 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:307,Puissance fiscale:-,Secteur:al_wifaq,"Type:Voitures, Offre", Agadir
86 000 DH,Année-Modèle:2009,Kilométrage:300 000 - 349 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:220,Puissance fiscale:9 CV,-,"Type:Voitures, Offre", Nador
125 000 DH,Année-Modèle:2010,Kilométrage:140 000 - 149 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:CLASSE CLC,Puissance fiscale:9 CV,Secteur:anfa,"Type:Voitures, Offre", Casablanca
95 000 DH,Année-Modèle:2013,Kilométrage:95 000 - 99 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Sandero,Puissance fiscale:6 CV,Secteur:autre_secteur,"Type:Voitures, Offre", Rabat
27 000 DH,Année-Modèle:1998,Kilométrage:25 000 - 29 999,Type de carburant:Essence,Marque:Fiat,Modèle:Uno,Puissance fiscale:5 CV,-,"Type:Voitures, Offre", Sidi Slimane
15 000 DH,Année-Modèle:1999,Kilométrage:40 000 - 44 999,Type de carburant:Essence,Marque:Renault,Modèle:SUPER 5,Puissance fiscale:-,-,"Type:Voitures, Offre", Agadir
